source_issue,unit,bucket_years,topic,requested_start,requested_end,observed_start,observed_end,numerator,denominator,share_percent,partial_period,support_status,interval_status
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1910,1919,1910,1919,87,1393,6.24551328068916,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1920,1929,1920,1929,30,1050,2.857142857142857,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1930,1939,1930,1939,11,904,1.2168141592920354,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1940,1949,1940,1949,29,874,3.318077803203661,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1950,1959,1951,1959,8,750,1.0666666666666667,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1960,1969,1960,1969,232,4248,5.4613935969868175,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1970,1979,1970,1979,36,1637,2.1991447770311545,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1980,1989,1980,1989,136,2523,5.390408244153785,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1990,1999,1990,1999,28,1849,1.5143320713899404,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,2000,2009,2000,2009,5,1498,0.33377837116154874,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,2010,2019,2010,2019,48,2516,1.9077901430842605,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,2020,2029,2020,2026,39,3096,1.2596899224806202,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1800,1809,1800,1809,0,351,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1810,1819,1810,1819,0,385,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1820,1829,1820,1829,0,645,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1830,1839,1830,1839,0,1447,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1840,1849,1840,1849,1,1452,0.06887052341597796,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1850,1859,1850,1859,0,1593,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1860,1869,1860,1869,0,1454,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1870,1879,1870,1879,0,1104,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1880,1889,1880,1889,0,1434,0.0,False,descriptive,not_estimated
