source_issue,unit,president,display_name,period_start,period_end,numerator,denominator,share_percent,n_speeches,dot_included,dot_status
Religion & values,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1980,1984,155,1399,11.079342387419585,35,True,included
Religion & values,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1985,1989,96,572,16.783216783216783,22,True,included
Religion & values,share of eligible paragraphs,Rutherford B. Hayes,Rutherford B. Hayes,1875,1879,16,371,4.31266846361186,12,True,included
Religion & values,share of eligible paragraphs,Rutherford B. Hayes,Rutherford B. Hayes,1880,1884,5,129,3.875968992248062,4,True,included
Religion & values,share of eligible paragraphs,Theodore Roosevelt,Theodore Roosevelt,1900,1904,25,602,4.152823920265781,11,True,included
Religion & values,share of eligible paragraphs,Theodore Roosevelt,Theodore Roosevelt,1905,1909,25,928,2.693965517241379,11,True,included
Religion & values,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1800,1804,8,142,5.633802816901409,11,True,included
Religion & values,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1805,1809,8,171,4.678362573099415,13,True,included
Religion & values,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1865,1869,7,80,8.75,5,True,included
Religion & values,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1870,1874,18,505,3.564356435643564,19,True,included
Religion & values,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1875,1879,8,228,3.508771929824561,8,True,included
Religion & values,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1915,1919,2,9,22.22222222222222,2,False,below_25_paragraph_floor
Religion & values,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1920,1924,32,229,13.973799126637553,16,True,included
Religion & values,share of eligible paragraphs,William Harrison,William Henry Harrison,1840,1844,2,57,3.508771929824561,1,True,included
Religion & values,share of eligible paragraphs,William McKinley,William McKinley,1895,1899,9,539,1.6697588126159555,10,True,included
Religion & values,share of eligible paragraphs,William McKinley,William McKinley,1900,1904,13,228,5.701754385964912,4,True,included
Religion & values,share of eligible paragraphs,William Taft,William Howard Taft,1905,1909,5,224,2.232142857142857,5,True,included
Religion & values,share of eligible paragraphs,William Taft,William Howard Taft,1910,1914,13,745,1.74496644295302,7,True,included
Religion & values,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1910,1914,20,187,10.695187165775401,13,True,included
Religion & values,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1915,1919,27,452,5.9734513274336285,19,True,included
Religion & values,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1920,1924,5,22,22.727272727272727,1,False,below_25_paragraph_floor
Religion & values,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1845,1849,3,62,4.838709677419355,2,True,included
Religion & values,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1850,1854,1,18,5.555555555555555,2,False,below_25_paragraph_floor
