source_issue,unit,president,display_name,period_start,period_end,numerator,denominator,share_percent,n_speeches,dot_included,dot_status
Taxes & budget,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1965,1969,0,51,0.0,2,True,included
Taxes & budget,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1970,1974,38,434,8.755760368663594,20,True,included
Taxes & budget,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1960,1964,4,34,11.76470588235294,1,True,included
Taxes & budget,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1975,1979,6,39,15.384615384615385,2,True,included
Taxes & budget,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1980,1984,253,1399,18.084345961401,35,True,included
Taxes & budget,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1985,1989,75,572,13.111888111888112,22,True,included
Taxes & budget,share of eligible paragraphs,Rutherford B. Hayes,Rutherford B. Hayes,1875,1879,64,371,17.25067385444744,12,True,included
Taxes & budget,share of eligible paragraphs,Rutherford B. Hayes,Rutherford B. Hayes,1880,1884,21,129,16.27906976744186,4,True,included
Taxes & budget,share of eligible paragraphs,Theodore Roosevelt,Theodore Roosevelt,1900,1904,23,602,3.820598006644518,11,True,included
Taxes & budget,share of eligible paragraphs,Theodore Roosevelt,Theodore Roosevelt,1905,1909,62,928,6.68103448275862,11,True,included
Taxes & budget,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1800,1804,17,142,11.971830985915492,11,True,included
Taxes & budget,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1805,1809,17,171,9.941520467836257,13,True,included
Taxes & budget,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1865,1869,16,80,20.0,5,True,included
Taxes & budget,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1870,1874,60,505,11.881188118811881,19,True,included
Taxes & budget,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1875,1879,24,228,10.526315789473683,8,True,included
Taxes & budget,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1915,1919,0,9,0.0,2,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1920,1924,10,229,4.366812227074235,16,True,included
Taxes & budget,share of eligible paragraphs,William Harrison,William Henry Harrison,1840,1844,1,57,1.7543859649122806,1,True,included
Taxes & budget,share of eligible paragraphs,William McKinley,William McKinley,1895,1899,57,539,10.575139146567718,10,True,included
Taxes & budget,share of eligible paragraphs,William McKinley,William McKinley,1900,1904,21,228,9.210526315789473,4,True,included
Taxes & budget,share of eligible paragraphs,William Taft,William Howard Taft,1905,1909,36,224,16.071428571428573,5,True,included
Taxes & budget,share of eligible paragraphs,William Taft,William Howard Taft,1910,1914,52,745,6.97986577181208,7,True,included
Taxes & budget,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1910,1914,2,187,1.06951871657754,13,True,included
Taxes & budget,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1915,1919,22,452,4.867256637168142,19,True,included
Taxes & budget,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1920,1924,9,22,40.909090909090914,1,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1845,1849,8,62,12.903225806451612,2,True,included
Taxes & budget,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1850,1854,0,18,0.0,2,False,below_25_paragraph_floor
