source_issue,unit,president,display_name,period_start,period_end,numerator,denominator,share_percent,n_speeches,dot_included,dot_status
Economy & jobs,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1800,1804,22,142,15.492957746478872,11,True,included
Economy & jobs,share of eligible paragraphs,Thomas Jefferson,Thomas Jefferson,1805,1809,13,171,7.602339181286549,13,True,included
Economy & jobs,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1865,1869,13,80,16.25,5,True,included
Economy & jobs,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1870,1874,69,505,13.663366336633665,19,True,included
Economy & jobs,share of eligible paragraphs,Ulysses S. Grant,Ulysses S. Grant,1875,1879,18,228,7.894736842105263,8,True,included
Economy & jobs,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1915,1919,0,9,0.0,2,False,below_25_paragraph_floor
Economy & jobs,share of eligible paragraphs,Warren G. Harding,Warren G. Harding,1920,1924,36,229,15.72052401746725,16,True,included
Economy & jobs,share of eligible paragraphs,William Harrison,William Henry Harrison,1840,1844,3,57,5.263157894736842,1,True,included
Economy & jobs,share of eligible paragraphs,William McKinley,William McKinley,1895,1899,49,539,9.090909090909092,10,True,included
Economy & jobs,share of eligible paragraphs,William McKinley,William McKinley,1900,1904,35,228,15.350877192982457,4,True,included
Economy & jobs,share of eligible paragraphs,William Taft,William Howard Taft,1905,1909,54,224,24.107142857142858,5,True,included
Economy & jobs,share of eligible paragraphs,William Taft,William Howard Taft,1910,1914,153,745,20.536912751677853,7,True,included
Economy & jobs,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1910,1914,53,187,28.342245989304814,13,True,included
Economy & jobs,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1915,1919,75,452,16.5929203539823,19,True,included
Economy & jobs,share of eligible paragraphs,Woodrow Wilson,Woodrow Wilson,1920,1924,4,22,18.181818181818183,1,False,below_25_paragraph_floor
Economy & jobs,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1845,1849,9,62,14.516129032258066,2,True,included
Economy & jobs,share of eligible paragraphs,Zachary Taylor,Zachary Taylor,1850,1854,1,18,5.555555555555555,2,False,below_25_paragraph_floor
