source_issue,unit,period_kind,period,period_order,period_start,period_end,x,share_percent,lo_sampling_percent,hi_sampling_percent,lo_percent,hi_percent,n_paragraphs,n_speeches,n_paired_paragraphs,ci_status,interval_unresolvable,disagreement_band_applied,disagreement_half_width_percent,ci_components,disagreement_status,agreement_source
Crime & justice,share of eligible paragraphs,year5,1965,1965,1965,1969,1965.0,5.807086614173229,3.9842134834452607,7.928421006007697,3.9842134834452607,7.928421006007697,2032,53,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1970,1970,1970,1974,1970.0,3.925233644859813,1.6788905122068727,6.414652512488979,1.6788905122068727,6.414652512488979,535,25,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1975,1975,1975,1979,1975.0,3.3575317604355717,1.610180479203402,5.117839607201309,1.610180479203402,5.117839607201309,1102,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1980,1980,1980,1984,1980.0,3.57355568790947,2.5145604637349583,4.710416636359669,2.5145604637349583,4.710416636359669,1679,41,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1985,1985,1985,1989,1985.0,6.161137440758294,2.687873453144175,10.483517543617872,2.687873453144175,10.483517543617872,844,28,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1990,1990,1990,1994,1990.0,7.389162561576355,4.305757831071525,10.160192411789396,4.305757831071525,10.160192411789396,1015,32,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1995,1995,1995,1999,1995.0,16.06714628297362,12.605844434352608,19.94319880418535,12.605844434352608,19.94319880418535,834,22,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2000,2000,2000,2004,2000.0,10.917721518987342,8.30559283647192,13.252701090186465,8.30559283647192,13.252701090186465,632,23,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2005,2005,2005,2009,2005.0,9.815242494226329,7.292275650394623,12.666374185473886,7.292275650394623,12.666374185473886,866,28,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2010,2010,2010,2014,2010.0,4.715447154471545,2.7059265962917523,6.887380073208965,2.7059265962917523,6.887380073208965,1230,33,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2015,2015,2015,2019,2015.0,9.486780715396579,6.616605704163442,12.79926739142841,6.616605704163442,12.79926739142841,1286,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2020,2020,2020,2024,2020.0,5.95895816890292,3.7349004907594505,8.741115090103838,3.7349004907594505,8.741115090103838,2534,50,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,2025,2025,2025,2029,2025.0,12.455516014234876,8.922524004747006,16.958696509132317,8.922524004747006,16.958696509132317,562,11,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
