doc_name,president,year,era,title,expected_paragraphs,completed_paragraphs,missing_paragraphs,completion_rate
/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,Franklin Pierce,1854,Civil War & Reconstruction,"December 30, 1854: Expansion of August 4 Veto Message",45,45,0,1.0
/the-presidency/presidential-speeches/december-31-1855-third-annual-message,Franklin Pierce,1855,Civil War & Reconstruction,"December 31, 1855: Third Annual Message",97,97,0,1.0
/the-presidency/presidential-speeches/december-4-1917-fifth-annual-message,Woodrow Wilson,1917,Progressives & Depression,"December 4, 1917: Fifth Annual Message",31,31,0,1.0
/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress,Martin Van Buren,1837,Expansion,"December 5, 1837: First Annual Message to Congress",82,82,0,1.0
/the-presidency/presidential-speeches/december-5-1870-second-annual-message,Ulysses S. Grant,1870,Civil War & Reconstruction,"December 5, 1870: Second Annual Message",71,71,0,1.0
/the-presidency/presidential-speeches/december-5-1898-second-annual-message,William McKinley,1898,The Gilded Age,"December 5, 1898: Second Annual Message",162,162,0,1.0
/the-presidency/presidential-speeches/december-5-1911-third-annual-message,William Taft,1911,Progressives & Depression,"December 5, 1911: Third Annual Message",198,196,2,0.98989898989899
/the-presidency/presidential-speeches/december-6-1830-second-annual-message-congress,Andrew Jackson,1830,Expansion,"December 6, 1830: Second Annual Message to Congress",119,119,0,1.0
/the-presidency/presidential-speeches/december-6-1831-third-annual-message-congress,Andrew Jackson,1831,Expansion,"December 6, 1831: Third Annual Message to Congress",54,54,0,1.0
/the-presidency/presidential-speeches/december-6-1858-second-annual-message,James Buchanan,1858,Civil War & Reconstruction,"December 6, 1858: Second Annual Message",129,127,2,0.9844961240310077
/the-presidency/presidential-speeches/december-6-1864-fourth-annual-message,Abraham Lincoln,1864,Civil War & Reconstruction,"December 6, 1864: Fourth Annual Message",55,55,0,1.0
/the-presidency/presidential-speeches/december-6-1880-fourth-annual-message,Rutherford B. Hayes,1880,The Gilded Age,"December 6, 1880: Fourth Annual Message",95,95,0,1.0
/the-presidency/presidential-speeches/december-7-1909-first-annual-message,William Taft,1909,Progressives & Depression,"December 7, 1909: First Annual Message",116,116,0,1.0
/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,John F. Kennedy,1961,The Cold War,"December 7, 1961: Address in Miami at the Opening of the AFL-CIO Convention",38,38,0,1.0
/the-presidency/presidential-speeches/december-8-1798-second-annual-message,John Adams,1798,The founding,"December 8, 1798: Second Annual Message",20,20,0,1.0
/the-presidency/presidential-speeches/december-8-1857-first-annual-message,James Buchanan,1857,Civil War & Reconstruction,"December 8, 1857: First Annual Message",112,112,0,1.0
/the-presidency/presidential-speeches/december-8-1863-third-annual-message,Abraham Lincoln,1863,Civil War & Reconstruction,"December 8, 1863: Third Annual Message",51,51,0,1.0
/the-presidency/presidential-speeches/december-8-1885-first-annual-message,Grover Cleveland,1885,The Gilded Age,"December 8, 1885: First Annual Message",182,182,0,1.0
/the-presidency/presidential-speeches/december-8-1922-second-annual-message,Warren G. Harding,1922,Progressives & Depression,"December 8, 1922: Second Annual Message",52,52,0,1.0
/the-presidency/presidential-speeches/december-8-1925-third-annual-message,Calvin Coolidge,1925,Progressives & Depression,"December 8, 1925: Third Annual Message",86,86,0,1.0
/the-presidency/presidential-speeches/december-8-1931-third-state-union-address,Herbert Hoover,1931,Progressives & Depression,"December 8, 1931: Third State of the Union Address",42,42,0,1.0
/the-presidency/presidential-speeches/december-8-1941-address-congress-requesting-declaration-war,Franklin D. Roosevelt,1941,War & New Deal,"December 8, 1941: Address to Congress Requesting a Declaration of War",4,4,0,1.0
/the-presidency/presidential-speeches/december-8-1993-remarks-signing-nafta,Bill Clinton,1993,Post-Cold War,"December 8, 1993: Remarks on the Signing of NAFTA",24,24,0,1.0
/the-presidency/presidential-speeches/february-10-1807-special-message-congress-gun-boats,Thomas Jefferson,1807,The founding,"February 10, 1807: Special Message to Congress on the Gun Boats",11,11,0,1.0
/the-presidency/presidential-speeches/february-11-1868-messages-regarding-correspondence-general-us,Andrew Johnson,1868,Civil War & Reconstruction,"February 11, 1868: Messages Regarding Correspondence with General U.S. Grant",44,44,0,1.0
/the-presidency/presidential-speeches/february-15-1871-veto-message-regarding-restrictions-rebellion,Ulysses S. Grant,1871,Civil War & Reconstruction,"February 15, 1871: Veto Message Regarding Restrictions on Rebellion Participants",2,2,0,1.0
/the-presidency/presidential-speeches/february-19-1851-message-regarding-disturbance-boston,Millard Fillmore,1851,Civil War & Reconstruction,"February 19, 1851: Message Regarding Disturbance in Boston",21,21,0,1.0
/the-presidency/presidential-speeches/february-2-1967-press-conference,Lyndon B. Johnson,1967,The Cold War,"February 2, 1967: Press Conference",39,39,0,1.0
/the-presidency/presidential-speeches/february-21-1964-remarks-ninety-sixth-charter-day-observances,Lyndon B. Johnson,1964,The Cold War,"February 21, 1964: Remarks at the Ninety Sixth Charter Day Observances",11,11,0,1.0
/the-presidency/presidential-speeches/february-22-1831-message-regarding-indian-relations,Andrew Jackson,1831,Expansion,"February 22, 1831: Message Regarding Indian Relations",18,18,0,1.0
/the-presidency/presidential-speeches/february-22-1927-address-regarding-washingtons-birthday,Calvin Coolidge,1927,Progressives & Depression,"February 22, 1927: Address Regarding Washington’s Birthday",35,35,0,1.0
/the-presidency/presidential-speeches/february-23-1942-fireside-chat-20-progress-war,Franklin D. Roosevelt,1942,War & New Deal,"February 23, 1942: Fireside Chat 20: On the Progress of the War",32,32,0,1.0
/the-presidency/presidential-speeches/february-23-2018-remarks-conservative-political-action,Donald Trump,2018,The present era,"February 23, 2018: Remarks at the Conservative Political Action Conference",102,102,0,1.0
/the-presidency/presidential-speeches/february-24-2009-address-joint-session-congress,Barack Obama,2009,Post-Cold War,"February 24, 2009: Address Before a Joint Session of Congress",46,46,0,1.0
/the-presidency/presidential-speeches/february-26-1917-message-regarding-safety-merchant-ships,Woodrow Wilson,1917,Progressives & Depression,"February 26, 1917: Message Regarding Safety of Merchant Ships",13,13,0,1.0
/the-presidency/presidential-speeches/february-26-1931-veto-messages-regarding-emergency-adjusted,Herbert Hoover,1931,Progressives & Depression,"February 26, 1931: Veto Messages Regarding Emergency Adjusted Compensation Act",16,16,0,1.0
/the-presidency/presidential-speeches/february-27-1991-address-end-gulf-war,George H. W. Bush,1991,Post-Cold War,"February 27, 1991: Address on the End of the Gulf War",8,8,0,1.0
/the-presidency/presidential-speeches/february-3-1931-statement-unemployment-relief,Herbert Hoover,1931,Progressives & Depression,"February 3, 1931: Statement on Unemployment Relief",10,10,0,1.0
/the-presidency/presidential-speeches/february-5-1993-remarks-signing-family-medical-leave-act,Bill Clinton,1993,Post-Cold War,"February 5, 1993: Remarks at the Signing of the Family Medical Leave Act",8,8,0,1.0
/the-presidency/presidential-speeches/february-5-2019-state-union-address,Donald Trump,2019,The present era,"February 5, 2019: State of the Union Address",59,59,0,1.0
/the-presidency/presidential-speeches/february-7-2023-state-union-address,Joe Biden,2023,The present era,"February 7, 2023: State of the Union Address",102,102,0,1.0
/the-presidency/presidential-speeches/january-10-1806-address-chiefs-cherokee-nation,Thomas Jefferson,1806,The founding,"January 10, 1806: Address to the Chiefs of the Cherokee Nation",7,7,0,1.0
/the-presidency/presidential-speeches/january-12-1966-state-union,Lyndon B. Johnson,1966,The Cold War,"January 12, 1966: State of the Union",42,42,0,1.0
/the-presidency/presidential-speeches/january-12-1977-state-union-address,Gerald Ford,1977,The Cold War,"January 12, 1977: State of the Union Address",46,46,0,1.0
/the-presidency/presidential-speeches/january-12-2009-final-press-conference,George W. Bush,2009,Post-Cold War,"January 12, 2009: Final Press Conference",77,77,0,1.0
/the-presidency/presidential-speeches/january-12-2011-remarks-memorial-victims-tucson-az-shooting,Barack Obama,2011,Post-Cold War,"January 12, 2011: Remarks at Memorial for Victims of the Tucson, AZ Shooting",28,28,0,1.0
/the-presidency/presidential-speeches/january-14-1875-message-approving-specie-resumption-act,Ulysses S. Grant,1875,Civil War & Reconstruction,"January 14, 1875: Message Approving Specie Resumption Act",8,8,0,1.0
/the-presidency/presidential-speeches/january-15-2009-farewell-address-nation,George W. Bush,2009,Post-Cold War,"January 15, 2009: Farewell Address to the Nation",15,15,0,1.0
/the-presidency/presidential-speeches/january-16-1833-message-regarding-south-carolina-nullification,Andrew Jackson,1833,Expansion,"January 16, 1833: Message Regarding South Carolina Nullification of Federal Legislation",68,68,0,1.0
/the-presidency/presidential-speeches/january-16-1991-address-nation-invasion-iraq,George H. W. Bush,1991,Post-Cold War,"January 16, 1991: Address to the Nation on the Invasion of Iraq",11,10,1,0.9090909090909091
/the-presidency/presidential-speeches/january-18-1803-special-message-congress-indian-policy,Thomas Jefferson,1803,The founding,"January 18, 1803: Special Message to Congress on Indian Policy",10,10,0,1.0
/the-presidency/presidential-speeches/january-19-1978-state-union-address,Jimmy Carter,1978,The Cold War,"January 19, 1978: State of the Union Address",54,54,0,1.0
/the-presidency/presidential-speeches/january-2-1841-special-message-about-desctruction-steamboat,Martin Van Buren,1841,Expansion,"January 2, 1841: Special Message about the Desctruction of Steamboat “Caroline”",7,7,0,1.0
/the-presidency/presidential-speeches/january-20-1920-americanism,Warren G. Harding,1920,Progressives & Depression,"January 20, 1920: Americanism",4,4,0,1.0
/the-presidency/presidential-speeches/january-20-1953-first-inaugural-address,Dwight D. Eisenhower,1953,The Cold War,"January 20, 1953: First Inaugural Address",19,19,0,1.0
/the-presidency/presidential-speeches/january-20-1965-inaugural-address,Lyndon B. Johnson,1965,The Cold War,"January 20, 1965: Inaugural Address",12,12,0,1.0
/the-presidency/presidential-speeches/january-20-1972-state-union-address,Richard M. Nixon,1972,The Cold War,"January 20, 1972: State of the Union Address",30,1,29,0.03333333333333333
/the-presidency/presidential-speeches/january-20-1977-inaugural-address,Jimmy Carter,1977,The Cold War,"January 20, 1977: Inaugural Address",14,14,0,1.0
/the-presidency/presidential-speeches/january-20-1981-first-inaugural-address,Ronald Reagan,1981,The Cold War,"January 20, 1981: First Inaugural Address",20,1,19,0.05
/the-presidency/presidential-speeches/january-20-1993-first-inaugural,Bill Clinton,1993,Post-Cold War,"January 20, 1993: First Inaugural",12,0,12,0.0
/the-presidency/presidential-speeches/january-20-1997-second-inaugural,Bill Clinton,1997,Post-Cold War,"January 20, 1997: Second Inaugural",17,17,0,1.0
/the-presidency/presidential-speeches/january-20-2015-2015-state-union-address,Barack Obama,2015,Post-Cold War,"January 20, 2015: 2015 State of the Union Address",53,53,0,1.0
/the-presidency/presidential-speeches/january-20-2025-inaugural-address,Donald Trump,2025,The present era,"January 20, 2025: Inaugural Address",36,36,0,1.0
/the-presidency/presidential-speeches/january-21-2013-second-inaugural-address,Barack Obama,2013,Post-Cold War,"January 21, 2013: Second Inaugural Address",17,17,0,1.0
/the-presidency/presidential-speeches/january-23-1973-address-nation-announcing-agreement-ending-war,Richard M. Nixon,1973,The Cold War,"January 23, 1973: Address to the Nation Announcing an Agreement on Ending the War in Vietnam",10,10,0,1.0
/the-presidency/presidential-speeches/january-24-1995-state-union-address,Bill Clinton,1995,Post-Cold War,"January 24, 1995: State of the Union Address",85,85,0,1.0
/the-presidency/presidential-speeches/january-25-1972-address-nation-plan-peace-vietnam,Richard M. Nixon,1972,The Cold War,"January 25, 1972: Address to the Nation on Plan for Peace in Vietnam",19,19,0,1.0
/the-presidency/presidential-speeches/january-25-1983-state-union-address,Ronald Reagan,1983,The Cold War,"January 25, 1983: State of the Union Address",57,57,0,1.0
/the-presidency/presidential-speeches/january-27-2000-state-union-address,Bill Clinton,2000,Post-Cold War,"January 27, 2000: State of the Union Address",92,92,0,1.0
/the-presidency/presidential-speeches/january-28-1861-message-resolutions-virginia,James Buchanan,1861,Civil War & Reconstruction,"January 28, 1861: Message on Resolutions of Virginia",5,5,0,1.0
/the-presidency/presidential-speeches/january-28-1895-message-regarding-financial-crisis,Grover Cleveland,1895,The Gilded Age,"January 28, 1895: Message Regarding the Financial Crisis",17,17,0,1.0
/the-presidency/presidential-speeches/january-29-1993-press-conference-gays-military,Bill Clinton,1993,Post-Cold War,"January 29, 1993: Press Conference on ""Gays in the Military""",18,18,0,1.0
/the-presidency/presidential-speeches/january-29-2013-remarks-immigration-reform,Barack Obama,2013,Post-Cold War,"January 29, 2013: Remarks on Immigration Reform",23,23,0,1.0
/the-presidency/presidential-speeches/january-5-1956-state-union-address,Dwight D. Eisenhower,1956,The Cold War,"January 5, 1956: State of the Union Address",88,2,86,0.022727272727272728
/the-presidency/presidential-speeches/january-5-1957-eisenhower-doctrine,Dwight D. Eisenhower,1957,The Cold War,"January 5, 1957: Eisenhower Doctrine",26,26,0,1.0
/the-presidency/presidential-speeches/january-7-1954-state-union-address,Dwight D. Eisenhower,1954,The Cold War,"January 7, 1954: State of the Union Address",65,65,0,1.0
/the-presidency/presidential-speeches/january-8-1790-first-annual-message-congress,George Washington,1790,The founding,"January 8, 1790: First Annual Message to Congress",8,0,8,0.0
/the-presidency/presidential-speeches/january-8-1861-message-threats-peace-and-existence-union,James Buchanan,1861,Civil War & Reconstruction,"January 8, 1861: Message on Threats to the Peace and Existence of the Union",15,15,0,1.0
/the-presidency/presidential-speeches/january-8-2020-statement-iran,Donald Trump,2020,The present era,"January 8, 2020: Statement on Iran",12,1,11,0.08333333333333333
/the-presidency/presidential-speeches/january-9-1958-state-union-address,Dwight D. Eisenhower,1958,The Cold War,"January 9, 1958: State of the Union Address",58,58,0,1.0
/the-presidency/presidential-speeches/july-1-1882-veto-safety-regulations-bill,Chester A. Arthur,1882,The Gilded Age,"July 1, 1882: Veto of Safety Regulations Bill",9,9,0,1.0
/the-presidency/presidential-speeches/july-1-1968-remarks-signing-nuclear-nonproliferation-treaty,Lyndon B. Johnson,1968,The Cold War,"July 1, 1968: Remarks on Signing the Nuclear Nonproliferation Treaty",8,8,0,1.0
/the-presidency/presidential-speeches/july-10-1795-proclamation-pardons-western-pennsylvania,George Washington,1795,The founding,"July 10, 1795: Proclamation of Pardons in Western Pennsylvania",2,2,0,1.0
/the-presidency/presidential-speeches/july-14-1870-message-regarding-us-international-relations,Ulysses S. Grant,1870,Civil War & Reconstruction,"July 14, 1870: Message Regarding US International Relations",39,38,1,0.9743589743589743
/the-presidency/presidential-speeches/july-18-1868-message-proposing-constitutional-amendments,Andrew Johnson,1868,Civil War & Reconstruction,"July 18, 1868: Message Proposing Constitutional Amendments",21,21,0,1.0
/the-presidency/presidential-speeches/july-18-1877-message-regarding-railroad-strike,Rutherford B. Hayes,1877,Civil War & Reconstruction,"July 18, 1877: Message Regarding Railroad Strike",3,3,0,1.0
/the-presidency/presidential-speeches/july-19-1940-democratic-national-convention,Franklin D. Roosevelt,1940,War & New Deal,"July 19, 1940: Democratic National Convention",27,27,0,1.0
/the-presidency/presidential-speeches/july-19-2006-remarks-stem-cell-research-policy,George W. Bush,2006,Post-Cold War,"July 19, 2006: Remarks on Stem Cell Research Policy",16,16,0,1.0
/the-presidency/presidential-speeches/july-2-1964-remarks-upon-signing-civil-rights-bill,Lyndon B. Johnson,1964,The Cold War,"July 2, 1964: Remarks upon Signing the Civil Rights Bill",9,9,0,1.0
/the-presidency/presidential-speeches/july-20-1944-democratic-national-convention,Franklin D. Roosevelt,1944,War & New Deal,"July 20, 1944: Democratic National Convention",13,13,0,1.0
/the-presidency/presidential-speeches/july-24-1866-message-restoring-tennessee-former-status,Andrew Johnson,1866,Civil War & Reconstruction,"July 24, 1866: Message Restoring Tennessee to Former Status",11,11,0,1.0
/the-presidency/presidential-speeches/july-24-1929-address-kellogg-briand-pact,Herbert Hoover,1929,Progressives & Depression,"July 24, 1929: Address on Kellogg-Briand Pact",7,7,0,1.0
/the-presidency/presidential-speeches/july-24-1929-remarks-upon-proclaiming-treaty-renunciation-war,Herbert Hoover,1929,Progressives & Depression,"July 24, 1929: Remarks Upon Proclaiming the Treaty for the Renunciation of War (Kellog-Briand Pact)",12,12,0,1.0
/the-presidency/presidential-speeches/july-24-1964-press-conference-state-department,Lyndon B. Johnson,1964,The Cold War,"July 24, 1964: Press Conference at the State Department",51,51,0,1.0
/the-presidency/presidential-speeches/july-24-2018-speech-veterans-foreign-wars-national-convention,Donald Trump,2018,The present era,"July 24, 2018: Speech at the Veterans of Foreign Wars National Convention",66,66,0,1.0
/the-presidency/presidential-speeches/july-26-1990-remarks-signing-americans-disabilities-act,George H. W. Bush,1990,Post-Cold War,"July 26, 1990: Remarks on the Signing of the Americans with Disabilities Act",14,13,1,0.9285714285714286
/the-presidency/presidential-speeches/july-27-1967-speech-nation-civil-disorders,Lyndon B. Johnson,1967,The Cold War,"July 27, 1967: Speech to the Nation on Civil Disorders",15,15,0,1.0
/the-presidency/presidential-speeches/july-28-1965-press-conference,Lyndon B. Johnson,1965,The Cold War,"July 28, 1965: Press Conference",60,60,0,1.0
/the-presidency/presidential-speeches/july-31-1991-press-conference-mikhail-gorbachev,George H. W. Bush,1991,Post-Cold War,"July 31, 1991: Press Conference with Mikhail Gorbachev",115,115,0,1.0
/the-presidency/presidential-speeches/july-4-1913-address-gettysburg,Woodrow Wilson,1913,Progressives & Depression,"July 4, 1913: Address at Gettysburg",9,9,0,1.0
/the-presidency/presidential-speeches/july-4-1914-fourth-july-address,Woodrow Wilson,1914,Progressives & Depression,"July 4, 1914: Fourth of July Address",24,24,0,1.0
/the-presidency/presidential-speeches/july-5-1966-press-conference-lbj-ranch,Lyndon B. Johnson,1966,The Cold War,"July 5, 1966: Press Conference at the LBJ Ranch",58,58,0,1.0
/the-presidency/presidential-speeches/july-8-1894-proclamation-regarding-railroad-strike,Grover Cleveland,1894,The Gilded Age,"July 8, 1894: Proclamation Regarding Railroad Strike",5,5,0,1.0
/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan,Joe Biden,2021,The present era,"July 8, 2021: Speech on the Drawdown of US Forces in Afghanistan",51,51,0,1.0
/the-presidency/presidential-speeches/june-1-1841-special-session-message-congress-regarding-general,John Tyler,1841,Expansion,"June 1, 1841: Special Session Message to Congress Regarding General Affairs of the Country",45,45,0,1.0
/the-presidency/presidential-speeches/june-1-1965-press-conference-east-room,Lyndon B. Johnson,1965,The Cold War,"June 1, 1965: Press Conference in the East Room",48,48,0,1.0
/the-presidency/presidential-speeches/june-1-2002-graduation-speech-west-point,George W. Bush,2002,Post-Cold War,"June 1, 2002: Graduation Speech at West Point",29,29,0,1.0
/the-presidency/presidential-speeches/june-1-2020-statement-protests-against-police-brutality,Donald Trump,2020,The present era,"June 1, 2020: Statement on Protests Against Police Brutality ",9,9,0,1.0
/the-presidency/presidential-speeches/june-12-1895-declaration-us-neutrality,Grover Cleveland,1895,The Gilded Age,"June 12, 1895: Declaration of US Neutrality",2,2,0,1.0
/the-presidency/presidential-speeches/june-12-1987-address-brandenburg-gate-berlin-wall,Ronald Reagan,1987,The Cold War,"June 12, 1987: Address from the Brandenburg Gate (Berlin Wall)",21,19,2,0.9047619047619048
/the-presidency/presidential-speeches/june-16-1858-house-divided-speech,Abraham Lincoln,1858,Civil War & Reconstruction,"June 16, 1858: ""A House Divided"" Speech",37,37,0,1.0
/the-presidency/presidential-speeches/june-16-1930-message-regarding-smoot-hawley-tariff-act,Herbert Hoover,1930,Progressives & Depression,"June 16, 1930: Message regarding the Smoot-Hawley Tariff Act",11,11,0,1.0
/the-presidency/presidential-speeches/june-17-1982-speech-united-nations-general-assembly,Ronald Reagan,1982,The Cold War,"June 17, 1982: Speech to the United Nations General Assembly",36,36,0,1.0
/the-presidency/presidential-speeches/june-19-1812-proclamation-state-war-great-britain,James Madison,1812,The founding,"June 19, 1812: Proclamation of a State of War with Great Britain",2,2,0,1.0
/the-presidency/presidential-speeches/june-19-1890-message-regarding-international-american,Benjamin Harrison,1890,The Gilded Age,"June 19, 1890: Message Regarding the International American Conference",3,3,0,1.0
/the-presidency/presidential-speeches/june-20-1803-instructions-captain-lewis,Thomas Jefferson,1803,The founding,"June 20, 1803: Instructions to Captain Lewis",19,19,0,1.0
/the-presidency/presidential-speeches/june-20-1867-message-clarifying-reconstruction-acts,Andrew Johnson,1867,Civil War & Reconstruction,"June 20, 1867: Message Clarifying the Reconstruction Acts",13,13,0,1.0
/the-presidency/presidential-speeches/june-20-1868-veto-message-regarding-regulations-confederate,Andrew Johnson,1868,Civil War & Reconstruction,"June 20, 1868: Veto Message Regarding Regulations on Confederate States",9,9,0,1.0
