edge_id,edge_type,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,raw_mentions,reference_paragraph_count,distinct_speeches,function_counts,stance_counts,first_speech_date,last_speech_date,evidence_row_count,evidence_status
invocation_edge_ffea9491c6af460fa368dda0dab30e9150cd8a376eec036ae4d0236abf518e21,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,thomas-jefferson,Thomas Jefferson,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1936-06-27,1941-09-11,3,AI-classified; not human-validated
invocation_edge_59646ed47443a57daaf3556fa7c5a9eae114f6342d7a6a9cb468a44437e20582,actual_speaker_invokes_former_president,william-taft,William Taft,james-monroe,James Monroe,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1909-03-04,1912-12-03,3,AI-classified; not human-validated
invocation_edge_cabbf61e70ebee62cda4da56a09654cdbd89618f6eb0cfbe08cd4ce9ffc44642,actual_speaker_invokes_former_president,calvin-coolidge,Calvin Coolidge,james-monroe,James Monroe,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1923-12-06,1927-02-22,3,AI-classified; not human-validated
invocation_edge_8d7034d049e83fb8ccf8465a5cad93b18f7b76501fac499d6b213542d33d5daa,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,abraham-lincoln,Abraham Lincoln,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1952-09-23,1974-04-29,3,AI-classified; not human-validated
invocation_edge_1a66d82cb12a7d23d74ecc6d9bf2993646847b8cb862008fc5e0bfd3bfd941f1,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,theodore-roosevelt,Theodore Roosevelt,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":1,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1995-01-24,2000-01-27,3,AI-classified; not human-validated
invocation_edge_5469c8becc216ce11f58f9a90de0329fac0fd88e8f19e3bba4bde99bbe609a9c,actual_speaker_invokes_former_president,barack-obama,Barack Obama,theodore-roosevelt,Theodore Roosevelt,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",2009-02-24,2013-12-04,3,AI-classified; not human-validated
invocation_edge_5e2cae16b00385c0e7381d0770ddc55926fd42f1fdd22323a1dba2b4853123f6,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,theodore-roosevelt,Theodore Roosevelt,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1960-10-07,1961-05-03,3,AI-classified; not human-validated
invocation_edge_59eb261bf66a26cf2062c24c08f8a14bd2c454db2e56606ddab61913d309f73d,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,william-taft,William Taft,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1965-01-04,1967-03-09,3,AI-classified; not human-validated
invocation_edge_acaf95cbee18d5d07932ad90dc47d899d59b9b02a793d9af6f005b75a285aa89,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,woodrow-wilson,Woodrow Wilson,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1934-09-30,1937-03-09,3,AI-classified; not human-validated
invocation_edge_b9af42b3cf2ced9eb082b4bbccdb3aca9c47ad2407e463d28b564d731d97ef08,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,calvin-coolidge,Calvin Coolidge,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":2,""unclear"":0}",1929-03-04,1929-09-18,3,AI-classified; not human-validated
invocation_edge_3c8411834f580bbd0a721feab740fcd76f70f6064e92c530efa1b1d685c5c3d8,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,herbert-hoover,Herbert Hoover,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1963-11-28,1967-02-02,3,AI-classified; not human-validated
invocation_edge_ecbca4106b026d5c240cd19d9977b2219928070b3fac87a62f1fd01354900905,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,herbert-hoover,Herbert Hoover,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1960-07-15,1962-06-11,3,AI-classified; not human-validated
invocation_edge_b71c48e8542e42e2a7b883bd6be5ff6cd6e74438f575cb5edd32c8ba4da07da2,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,franklin-d-roosevelt,Franklin D. Roosevelt,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1984-01-25,1987-01-27,3,AI-classified; not human-validated
invocation_edge_946145d7d130792fe08aa7c1316bd2d05a25f835527f64fca6cf9be12731257e,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,dwight-d-eisenhower,Dwight D. Eisenhower,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1993-11-13,1998-01-27,3,AI-classified; not human-validated
invocation_edge_763408cad877c0efa2b54eef93fa8505c5256ea0e3bd10a70bd9a44550184cef,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,gerald-ford,Gerald Ford,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1988-08-18,1992-08-20,3,AI-classified; not human-validated
invocation_edge_a2a77db5333e8e35c641f386804324db862c253d9c8054afb7ae2fc126193866,actual_speaker_invokes_former_president,donald-trump,Donald Trump,bill-clinton,Bill Clinton,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",2017-01-20,2025-01-20,3,AI-classified; not human-validated
invocation_edge_1a38802143bf6d0507485b7300cbf67445edabd9d538448aa2ac84cfeb7c3088,actual_speaker_invokes_former_president,ulysses-s-grant,Ulysses S. Grant,thomas-jefferson,Thomas Jefferson,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1870-06-13,1876-05-04,3,AI-classified; not human-validated
invocation_edge_83b8b1009b6883b6c53875e837aa17082cdd15f08c475ae55ed048f2c22bfa0f,actual_speaker_invokes_former_president,james-buchanan,James Buchanan,james-madison,James Madison,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1860-06-22,1860-12-03,3,AI-classified; not human-validated
invocation_edge_07e90775a7423f7f93ac169774f35b002e93920dce2499d116a1c05e794c849d,actual_speaker_invokes_former_president,james-k-polk,James K. Polk,james-monroe,James Monroe,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1845-12-02,1847-12-07,3,AI-classified; not human-validated
invocation_edge_c89540701351542501f5f54fc034494320ca2e51dcb545c289f3f0acaa984017,actual_speaker_invokes_former_president,franklin-pierce,Franklin Pierce,andrew-jackson,Andrew Jackson,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1853-12-05,1854-12-30,3,AI-classified; not human-validated
invocation_edge_481cf9c7eef8bb02ae1c950e643744a5a9f70e3ea99e0774892b4051924219ab,actual_speaker_invokes_former_president,james-buchanan,James Buchanan,james-k-polk,James K. Polk,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1857-12-08,1858-12-06,3,AI-classified; not human-validated
invocation_edge_8af0108ae925070397b5b22e0f26864b9badeff83e5148719fcfc7210475b4e4,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,abraham-lincoln,Abraham Lincoln,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1977-05-22,1978-01-19,3,AI-classified; not human-validated
invocation_edge_a10f0e011e9cca7386cc9b9c3d14054bf3a647b913491c80f16f9ade929d9108,actual_speaker_invokes_former_president,rutherford-b-hayes,Rutherford B. Hayes,abraham-lincoln,Abraham Lincoln,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1879-04-29,1879-05-12,3,AI-classified; not human-validated
invocation_edge_bf0f6382da3834bbe9bd0ba34748b69c3bfb9c4c76859c99b824033c5b1219f5,actual_speaker_invokes_former_president,william-mckinley,William McKinley,ulysses-s-grant,Ulysses S. Grant,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1897-12-06,1898-04-11,3,AI-classified; not human-validated
invocation_edge_775bb2ff763ec8fb3d3d3927f29556416e42cd117c1643a1347b01a3db02dc41,actual_speaker_invokes_former_president,chester-a-arthur,Chester A. Arthur,james-a-garfield,James A. Garfield,3,3,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1881-12-06,1882-12-04,3,AI-classified; not human-validated
invocation_edge_81a44c15a12f96bb6e1f0740333b2a3d2b2bf9d7459144de8e50223beb75b7ef,actual_speaker_invokes_former_president,donald-trump,Donald Trump,william-mckinley,William McKinley,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":0,""positive"":3,""unclear"":0}",2025-01-20,2025-03-05,3,AI-classified; not human-validated
invocation_edge_231c9af3ab34d7d656150270382129b6855e33eea4eb6a02c29a701de6e429fc,actual_speaker_invokes_former_president,harry-s-truman,Harry S. Truman,woodrow-wilson,Woodrow Wilson,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1948-07-15,1952-03-15,3,AI-classified; not human-validated
invocation_edge_cd6cf97e6b3ad00a422f7ddf6e885f246e3151414e9a6dfb3465997469818d2c,actual_speaker_invokes_former_president,donald-trump,Donald Trump,harry-s-truman,Harry S. Truman,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",2017-09-19,2020-02-05,3,AI-classified; not human-validated
invocation_edge_461f22a159932bb755cc35376806d514f011ab120e3ab2f282fda4274168ea65,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,dwight-d-eisenhower,Dwight D. Eisenhower,3,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1976-01-19,1976-08-19,3,AI-classified; not human-validated
invocation_edge_fd3c3778950d70721ad57655179d1a2226481550f305daf453d7b45d56b908ad,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,jimmy-carter,Jimmy Carter,3,3,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1993-09-13,1994-01-25,3,AI-classified; not human-validated
invocation_edge_9338687a6c2afa72ca0c839fdc7b15f658d341090b8bf7339864842b252edda6,actual_speaker_invokes_former_president,calvin-coolidge,Calvin Coolidge,john-adams,John Adams,3,3,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1925-07-03,1925-07-03,3,AI-classified; not human-validated
invocation_edge_e2a70ee02471d317366dd5c89dbccf6f9f4ea56439e4f3575f558e5639be32b8,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,woodrow-wilson,Woodrow Wilson,4,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":3,""unclear"":0}",1969-11-03,1970-04-30,4,AI-classified; not human-validated
invocation_edge_8b08ca26236a8359beb608194d8422e90a74e7af09fb0c319532fa1e52498e1c,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,dwight-d-eisenhower,Dwight D. Eisenhower,4,2,1,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":1,""neutral"":3,""positive"":0,""unclear"":0}",1989-05-12,1989-05-12,4,AI-classified; not human-validated
invocation_edge_54da11074a1a03931d23bf267d1caf793a6b6d5cc96e1506d72d628d14fef5b8,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,thomas-jefferson,Thomas Jefferson,3,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",2001-01-20,2009-01-15,3,AI-classified; not human-validated
invocation_edge_6a3466f01738a4ed2509cc04d6e72f2645db1d849d84f880c94063f500ccdac8,actual_speaker_invokes_former_president,donald-trump,Donald Trump,james-monroe,James Monroe,3,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",2018-09-25,2026-01-03,3,AI-classified; not human-validated
invocation_edge_b8f374fb790dd9d7e8172a17f7e0cc54a4b510088a06d92cb9157b050e0d1afb,actual_speaker_invokes_former_president,donald-trump,Donald Trump,andrew-jackson,Andrew Jackson,3,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":2,""unclear"":0}",2020-02-06,2020-09-07,3,AI-classified; not human-validated
invocation_edge_0a54a4a30bb7f6877943e08fb5eef50dfacab1aad34773a115c5db9f11b2c827,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,abraham-lincoln,Abraham Lincoln,3,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":1,""unclear"":0}",1901-12-03,1905-03-04,3,AI-classified; not human-validated
invocation_edge_a87c4862f6e0ff7e902780b82b298b00cd800cf1facceba946d5e6f8e77ddbcb,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,william-mckinley,William McKinley,3,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1960-07-15,1961-12-06,3,AI-classified; not human-validated
invocation_edge_028e6a0bb13ae9d73ba3eb5d3349acc31fc3fee11a757756bfdea586bc3c950b,actual_speaker_invokes_former_president,benjamin-harrison,Benjamin Harrison,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1889-03-04,1889-04-04,2,AI-classified; not human-validated
invocation_edge_1dea309f00820cf1bf2e9a73c45c53fac741689e2341c11bec55a8217775b1c8,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1974-01-30,1974-04-29,2,AI-classified; not human-validated
invocation_edge_26d27ded96883e9c85188c10f109ad254912d169710dcf2a197e72c522dc7e41,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1989-01-20,1993-01-05,2,AI-classified; not human-validated
invocation_edge_8513d1b4bcc2883219b10aacee5119a184f1e765d46cae0daa52c3f90aeb88fd,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1993-01-20,1999-01-19,2,AI-classified; not human-validated
invocation_edge_c92ab700196ecbbc0543079c9a3c440a5b0169a7367e69ccb194e3324954d60d,actual_speaker_invokes_former_president,andrew-jackson,Andrew Jackson,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1834-04-15,1835-12-07,2,AI-classified; not human-validated
invocation_edge_d61b55dfa3794a66d97312cdc169a306a0949deb9ae820fbe23673b9b7632698,actual_speaker_invokes_former_president,millard-fillmore,Millard Fillmore,george-washington,George Washington,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1851-12-02,1852-12-06,2,AI-classified; not human-validated
invocation_edge_1abd25e5560149d23aabbc174e9fad87e7ea2b077372259cb4940f7bcf0b44a0,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,john-adams,John Adams,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1988-08-15,1988-12-16,2,AI-classified; not human-validated
invocation_edge_8777f91cf19d60a93a8a3a0ee3ef314a3df5c21ac59fe2ae837fb44d5983a9a9,actual_speaker_invokes_former_president,ulysses-s-grant,Ulysses S. Grant,john-adams,John Adams,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1870-06-13,1876-05-04,2,AI-classified; not human-validated
invocation_edge_b1be8dc6c8139170048e6379cf95f710e6f8e452bb6c12af86124f83d5f3a163,actual_speaker_invokes_former_president,donald-trump,Donald Trump,john-adams,John Adams,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2017-09-19,2020-07-04,2,AI-classified; not human-validated
invocation_edge_bd35cbf0825ed95f911ef221c4910024ff7e0892580a55f2506ca5bf41227ab1,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,john-adams,John Adams,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1937-03-09,1941-09-11,2,AI-classified; not human-validated
invocation_edge_18288fb183fb267ace3fd0e99eda1863ab677d8e2b7ed7704e1af12dbf3f54f2,actual_speaker_invokes_former_president,andrew-jackson,Andrew Jackson,thomas-jefferson,Thomas Jefferson,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1830-05-27,1830-12-06,2,AI-classified; not human-validated
invocation_edge_9af158cc71cdcaf1828669293705029a8d5e91e5890bda88cffbf12ada3b46aa,actual_speaker_invokes_former_president,martin-van-buren,Martin Van Buren,thomas-jefferson,Thomas Jefferson,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1837-12-05,1838-12-03,2,AI-classified; not human-validated
invocation_edge_f28b054c61554eb1c1b1c205873094ba9fe7912bc1af3bc30bf39379ea4a8409,actual_speaker_invokes_former_president,millard-fillmore,Millard Fillmore,thomas-jefferson,Thomas Jefferson,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1851-12-02,1852-12-06,2,AI-classified; not human-validated
invocation_edge_43c926474eb4d14a385986e01012b36a6a7730488263571163349b6e33b862b7,actual_speaker_invokes_former_president,andrew-jackson,Andrew Jackson,james-madison,James Madison,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1829-12-08,1830-05-27,2,AI-classified; not human-validated
invocation_edge_8dfb8bf92664d3d186c4e6b8d207757b85d07ee369b16f445a1725b16a059478,actual_speaker_invokes_former_president,woodrow-wilson,Woodrow Wilson,james-monroe,James Monroe,2,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1915-12-07,1917-01-22,2,AI-classified; not human-validated
invocation_edge_c8b522bd4c502d8174bc54195bbcef1583b6de9b0bd6190298e37b6e2115abbf,actual_speaker_invokes_former_president,andrew-jackson,Andrew Jackson,james-monroe,James Monroe,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1830-05-27,1830-12-06,2,AI-classified; not human-validated
