edge_id,edge_type,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,raw_mentions,reference_paragraph_count,distinct_speeches,function_counts,stance_counts,first_speech_date,last_speech_date,evidence_row_count,evidence_status
invocation_edge_c7b7ed2bd641cdd842774689392950bb309fc74e9d4956a5651cace88f9bc2d3,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,john-f-kennedy,John F. Kennedy,44,42,23,"{""ceremonial/biographical"":4,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":1,""other/unclear"":34,""policy inheritance"":4}","{""mixed"":0,""negative"":1,""neutral"":35,""positive"":8,""unclear"":0}",1963-11-27,1969-01-14,44,AI-classified; not human-validated
invocation_edge_541af1a3e8704eae6869d17616e948447478b49bdaa4ff61f569c354189e9489,actual_speaker_invokes_former_president,donald-trump,Donald Trump,joe-biden,Joe Biden,39,36,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":3,""institutional precedent"":10,""legacy/inheritance"":1,""other/unclear"":23,""policy inheritance"":2}","{""mixed"":0,""negative"":4,""neutral"":33,""positive"":2,""unclear"":0}",2025-01-20,2026-02-25,39,AI-classified; not human-validated
invocation_edge_187a5c77910e1c5bdd036fb1a16256078d81a57129a9a4a0822869d271089c1d,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,dwight-d-eisenhower,Dwight D. Eisenhower,28,27,22,"{""ceremonial/biographical"":2,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":6,""legacy/inheritance"":0,""other/unclear"":16,""policy inheritance"":4}","{""mixed"":0,""negative"":0,""neutral"":22,""positive"":6,""unclear"":0}",1963-11-28,1967-11-17,28,AI-classified; not human-validated
invocation_edge_daf9372d9f019ebb3070fb606dc0bfc23f096fee52a9a2a7b25dd9fc8278a29c,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,harry-s-truman,Harry S. Truman,26,24,16,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":22,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":23,""positive"":3,""unclear"":0}",1963-11-28,1969-01-14,26,AI-classified; not human-validated
invocation_edge_48fe7cd03db2dabb98059432aff22d0945b2bce985a315fac8fe74d27563d4ff,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,thomas-jefferson,Thomas Jefferson,34,23,8,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":2,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":30,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":28,""positive"":6,""unclear"":0}",1964-10-27,1989-01-11,34,AI-classified; not human-validated
invocation_edge_2dde089d25df7635a477791c993ba60c74ad4dee75db4af2519285ac90792d5a,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,richard-m-nixon,Richard M. Nixon,24,21,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":21,""policy inheritance"":0}","{""mixed"":0,""negative"":1,""neutral"":22,""positive"":1,""unclear"":0}",1976-09-23,1980-10-28,24,AI-classified; not human-validated
invocation_edge_8bb2e272b0720b6dd23e65df35c0bc755a7ba9a98fc37dec8629c7a218a5473d,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,harry-s-truman,Harry S. Truman,19,15,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":10,""legacy/inheritance"":1,""other/unclear"":8,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":16,""positive"":3,""unclear"":0}",1960-09-26,1974-02-25,19,AI-classified; not human-validated
invocation_edge_86db2a8b5e25e9e4f6fd191c7af344f5f054521d26c6c3d680a1160249fa86c1,actual_speaker_invokes_former_president,calvin-coolidge,Calvin Coolidge,george-washington,George Washington,15,15,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":14,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":13,""positive"":2,""unclear"":0}",1925-07-03,1927-12-06,15,AI-classified; not human-validated
invocation_edge_7d302dfe3b043de2d8e3bec65907cebddbe3b856ecbb317df5eed01448d3fae7,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,james-monroe,James Monroe,19,14,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":16,""policy inheritance"":2}","{""mixed"":0,""negative"":1,""neutral"":17,""positive"":1,""unclear"":0}",1901-12-03,1906-12-03,19,AI-classified; not human-validated
invocation_edge_a9efc5b10d7e1e3a4c5598fd2e169bd24563b29fe5ed417bc4c9b93d9217a793,actual_speaker_invokes_former_president,harry-s-truman,Harry S. Truman,franklin-d-roosevelt,Franklin D. Roosevelt,17,14,11,"{""ceremonial/biographical"":2,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":12,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":13,""positive"":4,""unclear"":0}",1945-04-16,1953-01-15,17,AI-classified; not human-validated
invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,17,14,8,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":4,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":12,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":16,""positive"":1,""unclear"":0}",1960-07-15,1963-10-26,17,AI-classified; not human-validated
invocation_edge_f37e5164bf4953e9850231aca2a910c4a5e929344f92f3eb0bee2f93c97ac4be,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,john-f-kennedy,John F. Kennedy,14,13,11,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":12,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":14,""positive"":0,""unclear"":0}",1981-06-29,1988-12-16,14,AI-classified; not human-validated
invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,13,13,10,"{""ceremonial/biographical"":2,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":9,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":10,""positive"":3,""unclear"":0}",1960-07-15,1963-10-26,13,AI-classified; not human-validated
invocation_edge_ce72825fab553eeac15f03b59589a05187e6140fe6141fa44423ad4fc9ca9b7f,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,franklin-d-roosevelt,Franklin D. Roosevelt,14,12,7,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":11,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":14,""positive"":0,""unclear"":0}",1963-11-28,1967-12-19,14,AI-classified; not human-validated
invocation_edge_3e58b5b27cdb9b91009a8eb11486fa84d3a6fb1959726e824d0322c3f5196ae5,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,abraham-lincoln,Abraham Lincoln,12,12,11,"{""ceremonial/biographical"":2,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":9,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":3,""unclear"":0}",1980-07-17,1989-01-11,12,AI-classified; not human-validated
invocation_edge_f7285a950a672c494425dacb3775bac450ecd3fbc07512e6df9ee4ccf103604b,actual_speaker_invokes_former_president,harry-s-truman,Harry S. Truman,william-taft,William Taft,12,12,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":8,""policy inheritance"":2}","{""mixed"":0,""negative"":1,""neutral"":11,""positive"":0,""unclear"":0}",1947-06-20,1952-10-22,12,AI-classified; not human-validated
invocation_edge_20f184f886bf88aec6eafbbb74f347771acdd37ff26f0d99cdd12a42896126d9,actual_speaker_invokes_former_president,abraham-lincoln,Abraham Lincoln,thomas-jefferson,Thomas Jefferson,12,11,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":2,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":10,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":11,""positive"":1,""unclear"":0}",1852-07-06,1863-01-01,12,AI-classified; not human-validated
invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,12,11,5,"{""ceremonial/biographical"":4,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":1}","{""mixed"":1,""negative"":0,""neutral"":11,""positive"":0,""unclear"":0}",1901-09-14,1905-12-05,12,AI-classified; not human-validated
invocation_edge_c15857c2a5744e216975b23db6678c7d0043acfde1635ea5a8b488ad2cfa64eb,actual_speaker_invokes_former_president,donald-trump,Donald Trump,george-washington,George Washington,11,11,9,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":2,""other/unclear"":8,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":2,""unclear"":0}",2018-01-31,2026-02-25,11,AI-classified; not human-validated
invocation_edge_0e33fe1db28a1ec0b7d57c1cb1d787f740441a59adbd8137342d8396d9006d79,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,thomas-jefferson,Thomas Jefferson,12,9,8,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":1,""other/unclear"":8,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":11,""positive"":1,""unclear"":0}",1960-09-12,1963-09-26,12,AI-classified; not human-validated
invocation_edge_42c92bca6869cccc66c84a4e374bceaa0398fffd37d6e889e3554bed0166f490,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,harry-s-truman,Harry S. Truman,11,9,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":2,""unclear"":0}",1974-09-16,1976-10-06,11,AI-classified; not human-validated
invocation_edge_3b0f569b787a72099f75e8a0608ac3f80fc779e2ab201a572b35e23053402f3f,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,ronald-reagan,Ronald Reagan,11,9,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":10,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":8,""positive"":3,""unclear"":0}",2001-06-07,2004-09-03,11,AI-classified; not human-validated
invocation_edge_1a19e18adb0e4e29405f57cca104832cdbf2290f71e13efa34083433b4631f9b,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,george-washington,George Washington,10,9,8,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":1,""other/unclear"":8,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":10,""positive"":0,""unclear"":0}",1981-01-20,1988-12-16,10,AI-classified; not human-validated
invocation_edge_15a4696f5f71c35e9dc6a26a2e0f6a54e4e7e547a511c0e9a71fd60c882d07f3,actual_speaker_invokes_former_president,donald-trump,Donald Trump,barack-obama,Barack Obama,10,9,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":10,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":1,""unclear"":0}",2017-01-20,2025-01-20,10,AI-classified; not human-validated
invocation_edge_95eaa5ee751c2e2835d4d319baad9ff71ae8481049b29faa078531f60506354f,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,john-f-kennedy,John F. Kennedy,9,9,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":8,""positive"":1,""unclear"":0}",1976-09-23,1980-10-28,9,AI-classified; not human-validated
invocation_edge_b7d78a3049c3379d4e0a1a568bee0a905d09d449acbfee14c0d88d74ab00248a,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,harry-s-truman,Harry S. Truman,11,8,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":10,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":11,""positive"":0,""unclear"":0}",1982-06-17,1988-08-15,11,AI-classified; not human-validated
invocation_edge_75471586f0c2c1bb58946448275f43885d3f89797d10242dc4555c1fddca4af4,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,abraham-lincoln,Abraham Lincoln,9,8,6,"{""ceremonial/biographical"":2,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":4,""unclear"":0}",1964-02-01,1968-04-11,9,AI-classified; not human-validated
invocation_edge_54bf83e9a7d82475d25e75a91afeea1a882476813953050be66c32f44a806c87,actual_speaker_invokes_former_president,barack-obama,Barack Obama,john-f-kennedy,John F. Kennedy,8,8,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":1,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":8,""positive"":0,""unclear"":0}",2008-08-28,2014-01-28,8,AI-classified; not human-validated
invocation_edge_43654bcf49751197803842c6511fb3dc725432f9f39cc4b3f6b84d5c097da000,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,john-f-kennedy,John F. Kennedy,8,8,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":8,""positive"":0,""unclear"":0}",1993-02-17,1996-08-29,8,AI-classified; not human-validated
invocation_edge_dfe37cc24669ad64ababb5272e76828c81d97a112ce39cb89e18fe67372ffede,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,richard-m-nixon,Richard M. Nixon,11,7,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":9,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":2,""unclear"":0}",1974-09-08,1976-09-23,11,AI-classified; not human-validated
invocation_edge_544758657ace1d929e26e5d5997d2f8532c077652c12188f8cb0d4da24d88972,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,lyndon-b-johnson,Lyndon B. Johnson,9,7,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":8,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":0,""unclear"":0}",1976-09-23,1977-09-07,9,AI-classified; not human-validated
invocation_edge_e8207e69092d4136463084851fca766ccf357b79b2f45fc81a46fbe21fea08cb,actual_speaker_invokes_former_president,joe-biden,Joe Biden,george-washington,George Washington,9,7,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":8,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":9,""positive"":0,""unclear"":0}",2021-01-20,2024-07-25,9,AI-classified; not human-validated
invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,actual_speaker_invokes_former_president,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,9,7,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":4}","{""mixed"":0,""negative"":1,""neutral"":6,""positive"":2,""unclear"":0}",1885-03-04,1895-12-17,9,AI-classified; not human-validated
invocation_edge_93c0941ecc9f34861b8a4123453b8dc09ae9426e11e50c6fe86b3010cca297e4,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,bill-clinton,Bill Clinton,8,7,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":1,""other/unclear"":4,""policy inheritance"":3}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":1,""unclear"":0}",2001-01-20,2006-01-31,8,AI-classified; not human-validated
invocation_edge_9143602406990a378cd374691a20a9c71a5201004654ce7bce33499cd278b730,actual_speaker_invokes_former_president,donald-trump,Donald Trump,abraham-lincoln,Abraham Lincoln,8,7,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":1,""unclear"":0}",2017-03-01,2025-09-30,8,AI-classified; not human-validated
invocation_edge_445fcb44c84b41015a2638d15eab9ba1e408306df1243b32d72f1bada304caa8,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,franklin-d-roosevelt,Franklin D. Roosevelt,8,7,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":2}","{""mixed"":1,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1993-01-20,1999-01-19,8,AI-classified; not human-validated
invocation_edge_794e1c025a5926eaef4d63c10d5aaafd7ddd3c92975efa6f81cdabbde2356a73,actual_speaker_invokes_former_president,barack-obama,Barack Obama,george-w-bush,George W. Bush,8,7,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":8,""positive"":0,""unclear"":0}",2009-01-20,2015-03-07,8,AI-classified; not human-validated
invocation_edge_6a2af927657092b39dfc2409bda190ccb7f74596f81bea4fb062d6f6cf1a0f45,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,harry-s-truman,Harry S. Truman,8,7,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":1,""unclear"":0}",1993-09-13,1997-02-04,8,AI-classified; not human-validated
invocation_edge_764b57ac8752669c2ea3fa14a371c0056d43d423db273857fd49a1dd0c604b9a,actual_speaker_invokes_former_president,joe-biden,Joe Biden,abraham-lincoln,Abraham Lincoln,7,7,7,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",2021-01-20,2024-07-25,7,AI-classified; not human-validated
invocation_edge_9fe49a57b7474694ee6f8bf470ca0e6843aa3380c37a83076632405a0cc912bd,actual_speaker_invokes_former_president,barack-obama,Barack Obama,franklin-d-roosevelt,Franklin D. Roosevelt,7,7,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":2,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":2,""unclear"":0}",2009-12-01,2015-03-07,7,AI-classified; not human-validated
invocation_edge_14f37131fab91b3bb23a1270ee71750fb1b9ce33b31ca49e2aad9d6083ad8ea6,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,dwight-d-eisenhower,Dwight D. Eisenhower,7,7,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":1,""unclear"":0}",1969-11-03,1973-08-15,7,AI-classified; not human-validated
invocation_edge_0d4aca2dcb7fd821f6dca8228bedd5336d1f3e302b6052afb632df7966f801e2,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,john-f-kennedy,John F. Kennedy,7,7,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1969-11-03,1974-01-30,7,AI-classified; not human-validated
invocation_edge_c402c80b1043f1a163a46b45375c6a7ca9c67e50b1477b7693beb3111feb9096,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,theodore-roosevelt,Theodore Roosevelt,7,7,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1930-06-16,1932-11-05,7,AI-classified; not human-validated
invocation_edge_56897f604fb1f5d63743fa17842590c4728634a0ee22cab116adf7d909131f75,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,gerald-ford,Gerald Ford,7,7,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1980-10-28,1984-08-23,7,AI-classified; not human-validated
invocation_edge_b59c952a57f59587d2fea6bbcdb082b3af483ae8c95b84aab6a7bab6288e6470,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,harry-s-truman,Harry S. Truman,10,6,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":9,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":10,""positive"":0,""unclear"":0}",1960-07-15,1962-06-11,10,AI-classified; not human-validated
invocation_edge_f0bcea7420bbb78bf0502fadf85b4d95db4896f7a3f4fac419ee82b646c26acb,actual_speaker_invokes_former_president,abraham-lincoln,Abraham Lincoln,george-washington,George Washington,10,6,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":10}","{""mixed"":6,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1860-02-27,1860-02-27,10,AI-classified; not human-validated
invocation_edge_4c5ec92cf47741a4b4e96eb9b9644c3ecfa8a953d5a61e74854d02090cbb4135,actual_speaker_invokes_former_president,donald-trump,Donald Trump,thomas-jefferson,Thomas Jefferson,7,6,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":2,""unclear"":0}",2018-01-31,2026-02-25,7,AI-classified; not human-validated
invocation_edge_844cae1b9402bb7424200909b27bf751c49a33cf7f5f30d2797e933c09a5d592,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,lyndon-b-johnson,Lyndon B. Johnson,7,6,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":1,""neutral"":6,""positive"":0,""unclear"":0}",1969-01-20,1974-01-30,7,AI-classified; not human-validated
invocation_edge_8fa953ebe8e33feb56b4f2f83f7432f27d8bbecf4a1a2a4ac5cc8fe5b2fc6384,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,andrew-jackson,Andrew Jackson,7,6,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":2,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":2,""unclear"":0}",1965-01-04,1967-11-17,7,AI-classified; not human-validated
invocation_edge_a716ccb11dde75cdfa26bfc10ce6936957da0990885ecc6265c4b87839dc1ba3,actual_speaker_invokes_former_president,barack-obama,Barack Obama,george-h-w-bush,George H. W. Bush,7,6,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":2,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":1,""neutral"":5,""positive"":1,""unclear"":0}",2008-08-28,2012-01-24,7,AI-classified; not human-validated
invocation_edge_36655d63bccf272bc7db94eacc0147d3d6ee4e2a63acbb936b27894e41729f0b,actual_speaker_invokes_former_president,barack-obama,Barack Obama,abraham-lincoln,Abraham Lincoln,6,6,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",2008-08-28,2016-01-12,6,AI-classified; not human-validated
invocation_edge_b4454024c7a8bd4901e38f7e06bd0ba7db9b1f66a2e51fd23a30024cdc6aeee8,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,abraham-lincoln,Abraham Lincoln,6,6,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",1974-08-09,1976-08-19,6,AI-classified; not human-validated
invocation_edge_a8432317c5fe0ee38172e88dc70e5cb11bc4c7949a9161a19be9575797490a6a,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,dwight-d-eisenhower,Dwight D. Eisenhower,6,6,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",1961-01-20,1963-07-26,6,AI-classified; not human-validated
